날짜,통화명,환율
2017.01.12,위안화 (CNH),173.25
2017.01.13,위안화 (CNH),171.62
2017.01.16,위안화 (CNH),171.6
2017.01.17,위안화 (CNH),172.13
2017.01.18,위안화 (CNH),172.51
2017.01.19,위안화 (CNH),170.96
2017.01.20,위안화 (CNH),172.19
2017.01.23,위안화 (CNH),171.43
2017.01.24,위안화 (CNH),171.04
2017.01.25,위안화 (CNH),170.74
2017.01.26,위안화 (CNH),170.89
2017.01.31,위안화 (CNH),169.7
2017.02.01,위안화 (CNH),169.94
2017.02.02,위안화 (CNH),168.97
2017.02.03,위안화 (CNH),168.54
2017.02.06,위안화 (CNH),168.17
2017.02.07,위안화 (CNH),167.2
2017.02.08,위안화 (CNH),167.63
2017.02.09,위안화 (CNH),167.38
2017.02.10,위안화 (CNH),167.29
2017.02.13,위안화 (CNH),167.68
2017.02.14,위안화 (CNH),167.4
2017.02.15,위안화 (CNH),167.09
2017.02.16,위안화 (CNH),166.46
2017.02.17,위안화 (CNH),166.45
2017.02.20,위안화 (CNH),167.17
2017.02.21,위안화 (CNH),167.57
2017.02.22,위안화 (CNH),167.03
2017.02.23,위안화 (CNH),166.27
2017.02.24,위안화 (CNH),165.93
2017.02.27,위안화 (CNH),165.01
2017.02.28,위안화 (CNH),165.04
2017.03.02,위안화 (CNH),165.2
2017.03.03,위안화 (CNH),166.09
2017.03.06,위안화 (CNH),167.29
2017.03.07,위안화 (CNH),167.74
2017.03.08,위안화 (CNH),166.84
2017.03.09,위안화 (CNH),166.05
2017.03.10,위안화 (CNH),166.9
2017.03.13,위안화 (CNH),167.71
2017.03.14,위안화 (CNH),166.62
2017.03.15,위안화 (CNH),166.24
2017.03.16,위안화 (CNH),166.34
2017.03.17,위안화 (CNH),164.83
2017.03.20,위안화 (CNH),164.53
2017.03.21,위안화 (CNH),163.44
2017.03.22,위안화 (CNH),162.09
2017.03.23,위안화 (CNH),163.57
2017.03.24,위안화 (CNH),162.91
2017.03.27,위안화 (CNH),163.21
2017.03.28,위안화 (CNH),162.48
2017.03.29,위안화 (CNH),162.15
2017.03.30,위안화 (CNH),162.02
2017.03.31,위안화 (CNH),162.27
2017.04.03,위안화 (CNH),162.53
2017.04.04,위안화 (CNH),162.01
2017.04.05,위안화 (CNH),162.67
2017.04.06,위안화 (CNH),163.39
2017.04.07,위안화 (CNH),164.27
2017.04.10,위안화 (CNH),164.46
2017.04.11,위안화 (CNH),165.3
2017.04.12,위안화 (CNH),165.83
2017.04.13,위안화 (CNH),165.94
2017.04.14,위안화 (CNH),164.5
2017.04.17,위안화 (CNH),165.47
2017.04.18,위안화 (CNH),165.22
2017.04.19,위안화 (CNH),165.45
2017.04.20,위안화 (CNH),165.8
2017.04.21,위안화 (CNH),165.85
2017.04.24,위안화 (CNH),165.22
2017.04.25,위안화 (CNH),164.53
2017.04.26,위안화 (CNH),164.26
2017.04.27,위안화 (CNH),163.37
2017.04.28,위안화 (CNH),163.71
2017.05.02,위안화 (CNH),164.35
2017.05.04,위안화 (CNH),163.9
2017.05.08,위안화 (CNH),164.16
2017.05.10,위안화 (CNH),163.9
2017.05.11,위안화 (CNH),164.07
2017.05.12,위안화 (CNH),163.61
2017.05.15,위안화 (CNH),163.3
2017.05.16,위안화 (CNH),163.06
2017.05.17,위안화 (CNH),162.36
2017.05.18,위안화 (CNH),162.76
2017.05.19,위안화 (CNH),163.66
2017.05.22,위안화 (CNH),163.67
2017.05.23,위안화 (CNH),162.36
2017.05.24,위안화 (CNH),162.89
2017.05.25,위안화 (CNH),163.6
2017.05.26,위안화 (CNH),162.73
2017.05.29,위안화 (CNH),163.53
2017.05.30,위안화 (CNH),164.3
2017.05.31,위안화 (CNH),164.59
2017.06.01,위안화 (CNH),164.63
2017.06.02,위안화 (CNH),166.26
2017.06.05,위안화 (CNH),165.22
2017.06.07,위안화 (CNH),165.06
2017.06.08,위안화 (CNH),165.88
2017.06.09,위안화 (CNH),166.21
2017.06.12,위안화 (CNH),165.14
2017.06.13,위안화 (CNH),165.82
2017.06.14,위안화 (CNH),166.24
2017.06.15,위안화 (CNH),165.87
2017.06.16,위안화 (CNH),165.63
2017.06.19,위안화 (CNH),166.06
2017.06.20,위안화 (CNH),166.01
2017.06.21,위안화 (CNH),166.42
2017.06.22,위안화 (CNH),167.25
2017.06.23,위안화 (CNH),167.07
2017.06.26,위안화 (CNH),166.72
2017.06.27,위안화 (CNH),165.84
2017.06.28,위안화 (CNH),165.84
2017.06.29,위안화 (CNH),167.9
2017.06.30,위안화 (CNH),167.79
2017.07.03,위안화 (CNH),168.97
2017.07.04,위안화 (CNH),168.97
2017.07.05,위안화 (CNH),168.91
2017.07.06,위안화 (CNH),169.02
2017.07.07,위안화 (CNH),169.48
2017.07.10,위안화 (CNH),169.94
2017.07.11,위안화 (CNH),169.09
2017.07.12,위안화 (CNH),168.88
2017.07.13,위안화 (CNH),168.72
2017.07.14,위안화 (CNH),167.75
2017.07.17,위안화 (CNH),167.59
2017.07.18,위안화 (CNH),166.76
2017.07.19,위안화 (CNH),166.68
2017.07.20,위안화 (CNH),166.25
2017.07.21,위안화 (CNH),166.35
2017.07.24,위안화 (CNH),165.92
2017.07.25,위안화 (CNH),165.29
2017.07.26,위안화 (CNH),165.44
2017.07.27,위안화 (CNH),165.73
2017.07.28,위안화 (CNH),165.28
2017.07.31,위안화 (CNH),165.85
2017.08.01,위안화 (CNH),166.67
2017.08.02,위안화 (CNH),166.26
2017.08.03,위안화 (CNH),166.94
2017.08.04,위안화 (CNH),167.47
2017.08.07,위안화 (CNH),167.37
2017.08.08,위안화 (CNH),167.49
2017.08.09,위안화 (CNH),167.61
2017.08.10,위안화 (CNH),169.27
2017.08.11,위안화 (CNH),170.69
2017.08.14,위안화 (CNH),171.57
2017.08.16,위안화 (CNH),170.42
2017.08.17,위안화 (CNH),170.14
2017.08.18,위안화 (CNH),170.01
2017.08.21,위안화 (CNH),170.82
2017.08.22,위안화 (CNH),170.44
2017.08.23,위안화 (CNH),170.45
2017.08.24,위안화 (CNH),169.63
2017.08.25,위안화 (CNH),169.33
2017.08.28,위안화 (CNH),169.55
2017.08.29,위안화 (CNH),168.82
2017.08.30,위안화 (CNH),170.26
2017.08.31,위안화 (CNH),170.23
2017.09.01,위안화 (CNH),170.51
2017.09.04,위안화 (CNH),170.5
2017.09.05,위안화 (CNH),172.63
2017.09.06,위안화 (CNH),172.98
2017.09.07,위안화 (CNH),173.32
2017.09.08,위안화 (CNH),172.84
2017.09.11,위안화 (CNH),174.14
2017.09.12,위안화 (CNH),173.26
2017.09.13,위안화 (CNH),172.62
2017.09.14,위안화 (CNH),172.61
2017.09.15,위안화 (CNH),172.88
2017.09.18,위안화 (CNH),173.08
2017.09.19,위안화 (CNH),172.25
2017.09.20,위안화 (CNH),171.59
2017.09.21,위안화 (CNH),171.79
2017.09.22,위안화 (CNH),171.86
2017.09.25,위안화 (CNH),172.71
2017.09.26,위안화 (CNH),171.48
2017.09.27,위안화 (CNH),171.82
2017.09.28,위안화 (CNH),171.83
2017.09.29,위안화 (CNH),172.35
2017.10.10,위안화 (CNH),171.98
2017.10.11,위안화 (CNH),172.78
2017.10.12,위안화 (CNH),172.77
2017.10.13,위안화 (CNH),172.31
2017.10.16,위안화 (CNH),172.09
2017.10.17,위안화 (CNH),171.55
2017.10.18,위안화 (CNH),171.52
2017.10.19,위안화 (CNH),171.1
2017.10.20,위안화 (CNH),170.87
2017.10.23,위안화 (CNH),171.03
2017.10.24,위안화 (CNH),170.63
2017.10.25,위안화 (CNH),170.16
2017.10.26,위안화 (CNH),169.96
2017.10.27,위안화 (CNH),169.58
2017.10.30,위안화 (CNH),169.72
2017.10.31,위안화 (CNH),169.25
2017.11.01,위안화 (CNH),169.06
2017.11.02,위안화 (CNH),168.45
2017.11.03,위안화 (CNH),168.68
2017.11.06,위안화 (CNH),168.24
2017.11.07,위안화 (CNH),168.32
2017.11.08,위안화 (CNH),167.84
2017.11.09,위안화 (CNH),167.87
2017.11.10,위안화 (CNH),167.92
2017.11.13,위안화 (CNH),168.16
2017.11.14,위안화 (CNH),168.37
2017.11.15,위안화 (CNH),168.25
2017.11.16,위안화 (CNH),168.05
2017.11.17,위안화 (CNH),166.53
2017.11.20,위안화 (CNH),165.35
2017.11.21,위안화 (CNH),165.4
2017.11.22,위안화 (CNH),165.11
2017.11.23,위안화 (CNH),164.76
2017.11.24,위안화 (CNH),165.08
2017.11.27,위안화 (CNH),164.82
2017.11.28,위안화 (CNH),164.86
2017.11.29,위안화 (CNH),164.98
2017.11.30,위안화 (CNH),164.01
2017.12.01,위안화 (CNH),163.99
2017.12.04,위안화 (CNH),164.36
2017.12.05,위안화 (CNH),164.53
2017.12.06,위안화 (CNH),164.03
2017.12.07,위안화 (CNH),164.88
2017.12.08,위안화 (CNH),165.18
2017.12.11,위안화 (CNH),165.14
2017.12.12,위안화 (CNH),165.03
2017.12.13,위안화 (CNH),164.5
2017.12.14,위안화 (CNH),164.87
2017.12.15,위안화 (CNH),164.41
2017.12.18,위안화 (CNH),164.91
2017.12.19,위안화 (CNH),164.72
2017.12.20,위안화 (CNH),164.43
2017.12.21,위안화 (CNH),164.28
2017.12.22,위안화 (CNH),164.66
2017.12.26,위안화 (CNH),164.3
2017.12.27,위안화 (CNH),164.58
2017.12.28,위안화 (CNH),164.15
2017.12.29,위안화 (CNH),163.65
2018.01.02,위안화 (CNH),163.65
2018.01.03,위안화 (CNH),163.82
2018.01.04,위안화 (CNH),163.9
2018.01.05,위안화 (CNH),163.92
2018.01.08,위안화 (CNH),163.86
2018.01.09,위안화 (CNH),164.31
2018.01.10,위안화 (CNH),164.08
2018.01.11,위안화 (CNH),163.86
2018.01.12,위안화 (CNH),164.16
2018.01.15,위안화 (CNH),164.1
2018.01.16,위안화 (CNH),164.87
2018.01.17,위안화 (CNH),165.37
2018.01.18,위안화 (CNH),165.65
2018.01.19,위안화 (CNH),166.07
2018.01.22,위안화 (CNH),166.74
2018.01.23,위안화 (CNH),166.86
2018.01.24,위안화 (CNH),167.19
2018.01.25,위안화 (CNH),167.44
2018.01.26,위안화 (CNH),167.42
2018.01.29,위안화 (CNH),168.15
2018.01.30,위안화 (CNH),168.33
2018.01.31,위안화 (CNH),168.99
2018.02.01,위안화 (CNH),169.26
2018.02.02,위안화 (CNH),170.09
2018.02.05,위안화 (CNH),171.15
2018.02.06,위안화 (CNH),172.79
2018.02.07,위안화 (CNH),173.7
2018.02.08,위안화 (CNH),172.87
2018.02.09,위안화 (CNH),172.17
2018.02.12,위안화 (CNH),171.91
2018.02.13,위안화 (CNH),171.7
2018.02.14,위안화 (CNH),171.06
2018.02.19,위안화 (CNH),170.57
2018.02.20,위안화 (CNH),169.52
2018.02.21,위안화 (CNH),169.53
2018.02.22,위안화 (CNH),169.53
2018.02.23,위안화 (CNH),170.74
2018.02.26,위안화 (CNH),170.2
2018.02.27,위안화 (CNH),169.98
2018.02.28,위안화 (CNH),170.2
2018.03.02,위안화 (CNH),170.99
2018.03.05,위안화 (CNH),170.21
2018.03.06,위안화 (CNH),170.7
2018.03.07,위안화 (CNH),169.71
2018.03.08,위안화 (CNH),168.96
2018.03.09,위안화 (CNH),168.89
2018.03.12,위안화 (CNH),168.58
2018.03.13,위안화 (CNH),168.24
2018.03.14,위안화 (CNH),168.55
2018.03.15,위안화 (CNH),168.74
2018.03.16,위안화 (CNH),169.04
2018.03.19,위안화 (CNH),169.05
2018.03.20,위안화 (CNH),169.15
2018.03.21,위안화 (CNH),169.35
2018.03.22,위안화 (CNH),169.21
2018.03.23,위안화 (CNH),169.3
2018.03.26,위안화 (CNH),170.6
2018.03.27,위안화 (CNH),171.35
2018.03.28,위안화 (CNH),171.52
2018.03.29,위안화 (CNH),170.61
2018.03.30,위안화 (CNH),169.68
2018.04.02,위안화 (CNH),169.8
2018.04.03,위안화 (CNH),168.83
2018.04.04,위안화 (CNH),168.6
2018.04.05,위안화 (CNH),168.26
2018.04.06,위안화 (CNH),168.56
2018.04.09,위안화 (CNH),169.02
2018.04.10,위안화 (CNH),169.41
2018.04.11,위안화 (CNH),169.41
2018.04.12,위안화 (CNH),169.91
2018.04.13,위안화 (CNH),170.37
2018.04.16,위안화 (CNH),170.27
2018.04.17,위안화 (CNH),170.85
2018.04.18,위안화 (CNH),170.33
2018.04.19,위안화 (CNH),169.59
2018.04.20,위안화 (CNH),169.86
2018.04.23,위안화 (CNH),170.03
2018.04.24,위안화 (CNH),169.89
2018.04.25,위안화 (CNH),170.56
2018.04.26,위안화 (CNH),171.07
2018.04.27,위안화 (CNH),170.69
2018.04.30,위안화 (CNH),169.94
2018.05.02,위안화 (CNH),169.07
2018.05.03,위안화 (CNH),169.04
2018.05.04,위안화 (CNH),169.07
2018.05.08,위안화 (CNH),169.71
2018.05.09,위안화 (CNH),169.5
2018.05.10,위안화 (CNH),169.76
2018.05.11,위안화 (CNH),169.22
2018.05.14,위안화 (CNH),168.69
2018.05.15,위안화 (CNH),168.42
2018.05.16,위안화 (CNH),169.23
2018.05.17,위안화 (CNH),169.48
2018.05.18,위안화 (CNH),169.9
2018.05.21,위안화 (CNH),169.92
2018.05.23,위안화 (CNH),170.09
2018.05.24,위안화 (CNH),169.57
2018.05.25,위안화 (CNH),169.11
2018.05.28,위안화 (CNH),169.01
2018.05.29,위안화 (CNH),168.15
2018.05.30,위안화 (CNH),167.96
2018.05.31,위안화 (CNH),168.27
2018.06.01,위안화 (CNH),167.99
2018.06.04,위안화 (CNH),167.76
2018.06.05,위안화 (CNH),166.94
2018.06.07,위안화 (CNH),166.86
2018.06.08,위안화 (CNH),167.31
2018.06.11,위안화 (CNH),167.78
2018.06.12,위안화 (CNH),167.6
2018.06.14,위안화 (CNH),167.73
2018.06.15,위안화 (CNH),169.44
2018.06.18,위안화 (CNH),169.97
2018.06.19,위안화 (CNH),171.19
2018.06.20,위안화 (CNH),171.2
2018.06.21,위안화 (CNH),171.16
2018.06.22,위안화 (CNH),170.78
2018.06.25,위안화 (CNH),170.43
2018.06.26,위안화 (CNH),170.66
2018.06.27,위안화 (CNH),170.1
2018.06.28,위안화 (CNH),169.36
2018.06.29,위안화 (CNH),169.41
2018.07.02,위안화 (CNH),168.42
2018.07.03,위안화 (CNH),168.19
2018.07.04,위안화 (CNH),167.03
2018.07.05,위안화 (CNH),168.01
2018.07.06,위안화 (CNH),168.27
2018.07.09,위안화 (CNH),167.67
2018.07.10,위안화 (CNH),167.49
2018.07.11,위안화 (CNH),168.46
2018.07.12,위안화 (CNH),167.78
2018.07.13,위안화 (CNH),167.98
2018.07.16,위안화 (CNH),168.16
2018.07.17,위안화 (CNH),168.26
2018.07.18,위안화 (CNH),168.06
2018.07.19,위안화 (CNH),167.8
2018.07.20,위안화 (CNH),167.19
2018.07.23,위안화 (CNH),166.71
2018.07.24,위안화 (CNH),166.58
2018.07.25,위안화 (CNH),166.1
2018.07.26,위안화 (CNH),165.52
2018.07.27,위안화 (CNH),165.46
2018.07.30,위안화 (CNH),164.48
2018.07.31,위안화 (CNH),163.32
2018.08.01,위안화 (CNH),163.66
2018.08.02,위안화 (CNH),163.85
2018.08.03,위안화 (CNH),164.44
2018.08.06,위안화 (CNH),163.88
2018.08.07,위안화 (CNH),164.22
2018.08.08,위안화 (CNH),163.97
2018.08.09,위안화 (CNH),163.96
2018.08.10,위안화 (CNH),163.78
2018.08.13,위안화 (CNH),164.36
2018.08.14,위안화 (CNH),164.78
2018.08.16,위안화 (CNH),164.26
2018.08.17,위안화 (CNH),163.53
2018.08.20,위안화 (CNH),163.77
2018.08.21,위안화 (CNH),163.88
2018.08.22,위안화 (CNH),163.64
2018.08.23,위안화 (CNH),163.64
2018.08.24,위안화 (CNH),163.29
2018.08.27,위안화 (CNH),163.17
2018.08.28,위안화 (CNH),163.76
2018.08.29,위안화 (CNH),163.13
2018.08.30,위안화 (CNH),162.85
2018.08.31,위안화 (CNH),162.29
2018.09.03,위안화 (CNH),162.58
2018.09.04,위안화 (CNH),162.73
2018.09.05,위안화 (CNH),163.1
2018.09.06,위안화 (CNH),162.97
2018.09.07,위안화 (CNH),163.66
2018.09.10,위안화 (CNH),164.12
2018.09.11,위안화 (CNH),164.15
2018.09.12,위안화 (CNH),164.1
2018.09.13,위안화 (CNH),163.72
2018.09.14,위안화 (CNH),163.67
2018.09.17,위안화 (CNH),163.46
2018.09.18,위안화 (CNH),163.88
2018.09.19,위안화 (CNH),163.83
2018.09.20,위안화 (CNH),163.86
2018.09.21,위안화 (CNH),163.36
2018.09.27,위안화 (CNH),163.34
2018.09.28,위안화 (CNH),161.78
2018.10.01,위안화 (CNH),161.27
2018.10.02,위안화 (CNH),161.36
2018.10.04,위안화 (CNH),162.13
2018.10.05,위안화 (CNH),163.46
2018.10.08,위안화 (CNH),163.91
2018.10.10,위안화 (CNH),163.92
2018.10.11,위안화 (CNH),163.62
2018.10.12,위안화 (CNH),164.64
2018.10.15,위안화 (CNH),164.43
2018.10.16,위안화 (CNH),163.9
2018.10.17,위안화 (CNH),162.99
2018.10.18,위안화 (CNH),162.55
2018.10.19,위안화 (CNH),163.29
2018.10.22,위안화 (CNH),163.41
2018.10.23,위안화 (CNH),163.22
2018.10.24,위안화 (CNH),163.51
2018.10.25,위안화 (CNH),162.99
2018.10.26,위안화 (CNH),163.7
2018.10.29,위안화 (CNH),163.81
2018.10.30,위안화 (CNH),163.55
2018.10.31,위안화 (CNH),163.59
2018.11.01,위안화 (CNH),163.4
2018.11.02,위안화 (CNH),163.26
2018.11.05,위안화 (CNH),162.78
2018.11.06,위안화 (CNH),162.64
2018.11.07,위안화 (CNH),162.32
2018.11.08,위안화 (CNH),161.86
2018.11.09,위안화 (CNH),161.5
2018.11.12,위안화 (CNH),162.15
2018.11.13,위안화 (CNH),162.79
2018.11.14,위안화 (CNH),163.16
2018.11.15,위안화 (CNH),162.96
2018.11.16,위안화 (CNH),162.96
2018.11.19,위안화 (CNH),162.86
2018.11.20,위안화 (CNH),162.58
2018.11.21,위안화 (CNH),162.54
2018.11.22,위안화 (CNH),162.94
2018.11.23,위안화 (CNH),163.09
2018.11.26,위안화 (CNH),163.05
2018.11.27,위안화 (CNH),162.81
2018.11.28,위안화 (CNH),162.66
2018.11.29,위안화 (CNH),162.46
2018.11.30,위안화 (CNH),161.73
2018.12.03,위안화 (CNH),161.49
2018.12.04,위안화 (CNH),161.02
2018.12.05,위안화 (CNH),161.89
2018.12.06,위안화 (CNH),162.28
2018.12.07,위안화 (CNH),162.47
2018.12.10,위안화 (CNH),162.51
2018.12.11,위안화 (CNH),162.98
2018.12.12,위안화 (CNH),163.49
2018.12.13,위안화 (CNH),163.78
2018.12.14,위안화 (CNH),163.65
2018.12.17,위안화 (CNH),164.05
2018.12.18,위안화 (CNH),163.99
2018.12.19,위안화 (CNH),163.94
2018.12.20,위안화 (CNH),163.35
2018.12.21,위안화 (CNH),163.44
2018.12.24,위안화 (CNH),163
2018.12.26,위안화 (CNH),162.82
2018.12.27,위안화 (CNH),163.2
2018.12.28,위안화 (CNH),162.6
